"07995: Døde. Foreløpige tall, etter kjønn, alder, uke, statistikkvariabel og år"

"kjønn";"alder";"uke";"Døde 2018";"Døde 2019";"Døde 2020";"Døde 2021";"Døde 2022"
"Begge kjønn";"7 år";"Uke 20";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 21";.;.;1;.;.
"Begge kjønn";"7 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 23";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 24";.;1;.;1;.
"Begge kjønn";"7 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 26";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 27";.;1;.;.;.
"Begge kjønn";"7 år";"Uke 28";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 29";.;.;1;.;.
"Begge kjønn";"7 år";"Uke 30";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 31";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 37";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 38";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 40";.;.;1;.;.
"Begge kjønn";"7 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 43";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 44";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 45";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 46";.;.;1;.;.
"Begge kjønn";"7 år";"Uke 47";.;.;1;.;.
"Begge kjønn";"7 år";"Uke 48";1;.;.;.;.
"Begge kjønn";"7 år";"Uke 49";1;1;.;.;.
"Begge kjønn";"7 år";"Uke 50";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"7 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 1";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 2";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 3";.;2;.;1;.
"Begge kjønn";"8 år";"Uke 4";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 5";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 6";.;.;.;1;.
"Begge kjønn";"8 år";"Uke 7";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 8";.;.;1;.;.
"Begge kjønn";"8 år";"Uke 9";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 10";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 11";1;.;.;.;.
"Begge kjønn";"8 år";"Uke 12";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 13";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 14";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 15";.;1;.;1;.
"Begge kjønn";"8 år";"Uke 16";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 19";1;.;.;.;.
"Begge kjønn";"8 år";"Uke 20";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 23";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 24";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 26";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 27";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 28";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 29";.;.;.;1;.
"Begge kjønn";"8 år";"Uke 30";.;.;.;1;.
"Begge kjønn";"8 år";"Uke 31";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 37";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 38";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 43";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 44";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 45";1;.;.;1;.
"Begge kjønn";"8 år";"Uke 46";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 47";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 48";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 49";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 50";.;.;.;1;.
"Begge kjønn";"8 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"8 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 1";.;.;1;.;.
"Begge kjønn";"9 år";"Uke 2";.;.;.;.;1
"Begge kjønn";"9 år";"Uke 3";.;2;.;.;.
"Begge kjønn";"9 år";"Uke 4";1;.;.;.;.
"Begge kjønn";"9 år";"Uke 5";.;.;.;.;1
"Begge kjønn";"9 år";"Uke 6";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 7";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 8";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 9";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 10";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 11";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 12";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 13";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 14";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 15";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 16";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 19";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 20";.;.;.;1;.
"Begge kjønn";"9 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 22";.;1;.;.;.
"Begge kjønn";"9 år";"Uke 23";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 24";1;.;.;.;.
"Begge kjønn";"9 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 26";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 27";.;1;.;.;.
"Begge kjønn";"9 år";"Uke 28";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 29";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 30";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 31";.;.;1;.;.
"Begge kjønn";"9 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 33";.;1;.;.;.
"Begge kjønn";"9 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 35";1;.;.;.;.
"Begge kjønn";"9 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 37";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 38";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 41";.;.;.;1;.
"Begge kjønn";"9 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 43";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 44";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 45";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 46";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 47";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 48";.;1;.;.;.
"Begge kjønn";"9 år";"Uke 49";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 50";.;1;.;.;.
"Begge kjønn";"9 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"9 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 1";.;.;.;1;.
"Begge kjønn";"10 år";"Uke 2";.;.;.;1;.
"Begge kjønn";"10 år";"Uke 3";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 4";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 5";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 6";.;.;1;.;.
"Begge kjønn";"10 år";"Uke 7";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 8";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 9";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 10";.;.;.;1;.
"Begge kjønn";"10 år";"Uke 11";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 12";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 13";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 14";.;.;.;.;1
"Begge kjønn";"10 år";"Uke 15";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 16";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 19";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 20";.;1;.;.;.
"Begge kjønn";"10 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 23";.;.;2;.;.
"Begge kjønn";"10 år";"Uke 24";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 26";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 27";.;.;.;2;.
"Begge kjønn";"10 år";"Uke 28";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 29";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 30";1;.;.;.;.
"Begge kjønn";"10 år";"Uke 31";.;1;.;1;.
"Begge kjønn";"10 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 36";.;.;.;1;.
"Begge kjønn";"10 år";"Uke 37";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 38";.;1;.;.;.
"Begge kjønn";"10 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 43";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 44";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 45";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 46";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 47";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 48";.;.;1;.;.
"Begge kjønn";"10 år";"Uke 49";.;.;.;1;.
"Begge kjønn";"10 år";"Uke 50";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"10 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 1";.;.;1;.;.
"Begge kjønn";"11 år";"Uke 2";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 3";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 4";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 5";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 6";.;.;.;1;.
"Begge kjønn";"11 år";"Uke 7";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 8";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 9";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 10";.;.;.;1;1
"Begge kjønn";"11 år";"Uke 11";.;.;.;1;.
"Begge kjønn";"11 år";"Uke 12";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 13";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 14";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 15";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 16";1;.;.;.;.
"Begge kjønn";"11 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 19";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 20";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 22";1;1;.;.;.
"Begge kjønn";"11 år";"Uke 23";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 24";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 26";.;1;.;.;.
"Begge kjønn";"11 år";"Uke 27";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 28";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 29";1;.;.;.;.
"Begge kjønn";"11 år";"Uke 30";.;.;1;.;.
"Begge kjønn";"11 år";"Uke 31";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 32";1;.;.;.;.
"Begge kjønn";"11 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 37";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 38";.;.;1;.;.
"Begge kjønn";"11 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 43";.;.;1;.;.
"Begge kjønn";"11 år";"Uke 44";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 45";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 46";.;1;.;.;.
"Begge kjønn";"11 år";"Uke 47";.;1;.;.;.
"Begge kjønn";"11 år";"Uke 48";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 49";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 50";1;.;.;.;.
"Begge kjønn";"11 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"11 år";"Uke 52";1;.;.;.;.
"Begge kjønn";"11 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 1";.;1;1;.;.
"Begge kjønn";"12 år";"Uke 2";.;1;.;1;.
"Begge kjønn";"12 år";"Uke 3";.;.;1;.;.
"Begge kjønn";"12 år";"Uke 4";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 5";.;1;.;.;.
"Begge kjønn";"12 år";"Uke 6";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 7";.;1;.;.;.
"Begge kjønn";"12 år";"Uke 8";1;.;.;.;.
"Begge kjønn";"12 år";"Uke 9";.;1;.;.;.
"Begge kjønn";"12 år";"Uke 10";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 11";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 12";.;1;1;.;.
"Begge kjønn";"12 år";"Uke 13";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 14";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 15";1;.;.;.;.
"Begge kjønn";"12 år";"Uke 16";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 19";.;.;.;.;1
"Begge kjønn";"12 år";"Uke 20";.;.;1;.;.
"Begge kjønn";"12 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 23";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 24";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 26";.;.;.;1;.
"Begge kjønn";"12 år";"Uke 27";.;1;.;.;.
"Begge kjønn";"12 år";"Uke 28";1;1;.;.;.
"Begge kjønn";"12 år";"Uke 29";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 30";.;.;1;.;.
"Begge kjønn";"12 år";"Uke 31";1;.;.;1;.
"Begge kjønn";"12 år";"Uke 32";.;.;.;1;.
"Begge kjønn";"12 år";"Uke 33";1;.;.;.;.
"Begge kjønn";"12 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 37";1;.;.;1;.
"Begge kjønn";"12 år";"Uke 38";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 43";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 44";.;.;.;1;.
"Begge kjønn";"12 år";"Uke 45";.;1;.;.;.
"Begge kjønn";"12 år";"Uke 46";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 47";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 48";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 49";.;.;.;3;.
"Begge kjønn";"12 år";"Uke 50";.;2;.;.;.
"Begge kjønn";"12 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"12 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 1";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 2";.;.;1;.;.
"Begge kjønn";"13 år";"Uke 3";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 4";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 5";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 6";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 7";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 8";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 9";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 10";.;.;1;.;.
"Begge kjønn";"13 år";"Uke 11";.;.;1;.;.
"Begge kjønn";"13 år";"Uke 12";.;.;.;.;1
"Begge kjønn";"13 år";"Uke 13";.;.;.;1;.
"Begge kjønn";"13 år";"Uke 14";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 15";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 16";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 17";.;.;1;.;2
"Begge kjønn";"13 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 19";.;.;1;1;.
"Begge kjønn";"13 år";"Uke 20";.;1;.;.;.
"Begge kjønn";"13 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 23";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 24";.;.;1;.;.
"Begge kjønn";"13 år";"Uke 25";1;1;.;.;.
"Begge kjønn";"13 år";"Uke 26";.;.;1;1;.
"Begge kjønn";"13 år";"Uke 27";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 28";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 29";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 30";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 31";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 37";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 38";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 39";1;.;.;2;.
"Begge kjønn";"13 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 43";.;.;2;.;.
"Begge kjønn";"13 år";"Uke 44";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 45";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 46";.;1;.;.;.
"Begge kjønn";"13 år";"Uke 47";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 48";1;.;.;.;.
"Begge kjønn";"13 år";"Uke 49";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 50";.;.;1;.;.
"Begge kjønn";"13 år";"Uke 51";.;.;1;1;.
"Begge kjønn";"13 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"13 år";"Uke 53";.;.;1;.;.
"Begge kjønn";"14 år";"Uke 1";1;.;1;.;1
"Begge kjønn";"14 år";"Uke 2";.;.;1;.;1
"Begge kjønn";"14 år";"Uke 3";.;1;.;.;.
"Begge kjønn";"14 år";"Uke 4";.;.;.;.;1
"Begge kjønn";"14 år";"Uke 5";1;.;.;.;.
"Begge kjønn";"14 år";"Uke 6";.;.;1;.;.
"Begge kjønn";"14 år";"Uke 7";.;.;1;.;.
"Begge kjønn";"14 år";"Uke 8";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 9";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 10";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 11";.;.;.;1;.
"Begge kjønn";"14 år";"Uke 12";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 13";.;.;.;.;1
"Begge kjønn";"14 år";"Uke 14";.;.;.;1;.
"Begge kjønn";"14 år";"Uke 15";1;1;.;1;.
"Begge kjønn";"14 år";"Uke 16";1;.;.;.;.
"Begge kjønn";"14 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 18";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 19";.;.;.;1;1
"Begge kjønn";"14 år";"Uke 20";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 21";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 23";1;.;.;1;.
"Begge kjønn";"14 år";"Uke 24";1;.;1;.;.
"Begge kjønn";"14 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 26";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 27";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 28";.;1;.;.;.
"Begge kjønn";"14 år";"Uke 29";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 30";1;1;.;1;.
"Begge kjønn";"14 år";"Uke 31";.;.;.;1;.
"Begge kjønn";"14 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 34";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 37";.;.;1;.;.
"Begge kjønn";"14 år";"Uke 38";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 39";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 40";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 41";.;.;1;.;.
"Begge kjønn";"14 år";"Uke 42";1;1;1;.;.
"Begge kjønn";"14 år";"Uke 43";.;1;.;.;.
"Begge kjønn";"14 år";"Uke 44";.;1;.;.;.
"Begge kjønn";"14 år";"Uke 45";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 46";1;.;.;.;.
"Begge kjønn";"14 år";"Uke 47";.;.;.;1;.
"Begge kjønn";"14 år";"Uke 48";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 49";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 50";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 51";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 52";.;.;.;.;.
"Begge kjønn";"14 år";"Uke 53";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 1";.;.;1;1;.
"Begge kjønn";"15 år";"Uke 2";.;.;.;2;.
"Begge kjønn";"15 år";"Uke 3";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 4";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 5";.;.;1;1;.
"Begge kjønn";"15 år";"Uke 6";1;1;.;.;.
"Begge kjønn";"15 år";"Uke 7";.;.;1;.;.
"Begge kjønn";"15 år";"Uke 8";1;1;1;1;.
"Begge kjønn";"15 år";"Uke 9";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 10";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 11";.;1;.;.;.
"Begge kjønn";"15 år";"Uke 12";.;1;.;.;.
"Begge kjønn";"15 år";"Uke 13";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 14";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 15";.;1;.;.;.
"Begge kjønn";"15 år";"Uke 16";1;.;.;.;.
"Begge kjønn";"15 år";"Uke 17";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 18";.;.;1;1;1
"Begge kjønn";"15 år";"Uke 19";.;1;.;1;.
"Begge kjønn";"15 år";"Uke 20";.;.;.;.;1
"Begge kjønn";"15 år";"Uke 21";1;.;.;.;.
"Begge kjønn";"15 år";"Uke 22";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 23";.;.;1;1;.
"Begge kjønn";"15 år";"Uke 24";.;1;.;.;.
"Begge kjønn";"15 år";"Uke 25";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 26";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 27";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 28";.;2;.;1;.
"Begge kjønn";"15 år";"Uke 29";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 30";.;.;.;1;.
"Begge kjønn";"15 år";"Uke 31";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 32";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 33";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 34";.;.;1;.;.
"Begge kjønn";"15 år";"Uke 35";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 36";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 37";.;.;1;.;.
"Begge kjønn";"15 år";"Uke 38";.;.;1;.;.
"Begge kjønn";"15 år";"Uke 39";.;1;.;.;.
"Begge kjønn";"15 år";"Uke 40";1;.;1;1;.
"Begge kjønn";"15 år";"Uke 41";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 42";.;.;.;.;.
"Begge kjønn";"15 år";"Uke 43";.;.;.;.;.
